石破茂,鳥取県 1区,自民
塚田成幸,鳥取県 1区,共産
赤沢亮正,鳥取県 2区,自民
福住英行,鳥取県 2区,共産
福原宗男,鳥取県 2区,社民
湯原俊二,鳥取県 2区,民進
岩田剛,島根県 1区,共産
亀井亜紀子,島根県 1区,民進
細田博之,島根県 1区,自民
竹下亘,島根県 2区,自民
向瀬慎一,島根県 2区,共産
逢沢一郎,岡山県 1区,自民
高井崇志,岡山県 1区,民進
余江雪央,岡山県 1区,共産
垣内京美,岡山県 2区,共産
田部雄治,岡山県 2区,幸福
津村啓介,岡山県 2区,民進
山下貴司,岡山県 2区,自民
阿部俊子,岡山県 3区,自民
尾崎宏子,岡山県 3区,共産
橋本岳,岡山県 4区,自民
平林明成,岡山県 4区,共産
柚木道義,岡山県 4区,民進
加藤勝信,岡山県 5区,自民
加藤高明,岡山県 5区,民進
美見芳明,岡山県 5区,共産
大西理,広島県 1区,共産
岸田文雄,広島県 1区,自民
灰岡香奈,広島県 2区,維新
平口洋,広島県 2区,自民
藤本聡志,広島県 2区,共産
松本大輔,広島県 2区,民進
水野善丈,広島県 2区,幸福
今枝仁,広島県 3区,維新
河井克行,広島県 3区,自民
塩村文夏,広島県 3区,民進
清水貞子,広島県 3区,共産
野村昌央,広島県 3区,幸福
恵飛須圭二,広島県 4区,民進
中川俊直,広島県 4区,無所属
中石仁,広島県 4区,共産
尾崎光,広島県 5区,共産
寺田稔,広島県 5区,自民
亀井静香,広島県 6区,無所属
小島敏文,広島県 6区,自民
佐藤公治,広島県 6区,自由
小林史明,広島県 7区,自民
佐藤広典,広島県 7区,民進
重村幸司,広島県 7区,共産
大内一也,山口県 1区,民進
河井美和子,山口県 1区,幸福
五島博,山口県 1区,共産
岸信夫,山口県 2区,自民
松田一志,山口県 2区,共産
河村建夫,山口県 3区,自民
藤本一規,山口県 3区,共産
安倍晋三,山口県 4区,自民
西岡広伸,山口県 4区,共産
後藤田正純,徳島県 1区,自民
仁木博文,徳島県 1区,民進
山本千代子,徳島県 1区,共産
久保孝之,徳島県 2区,共産
福山正敏,徳島県 2区,幸福
山口俊一,徳島県 2区,自民
小川淳也,香川県 1区,民進
平井卓也,香川県 1区,自民
